accuracy,precision,recall,f1,roc_auc,demographic_parity_difference,demographic_parity_ratio,equalized_odds_difference,equalized_odds_ratio
0.6587333333333333,0.17426443879404285,0.6263054830287206,0.27266268826371126,0.7510834234479795,0.01205597964888222,0.967724605888004,0.054605508302215555,0.8874793123641127
