sensitive_feature_0,selection_rate,accuracy,precision,recall,f1,tpr,fpr
0,0.36147872009940973,0.6721342031686859,0.25042970092815403,0.6139907290349769,0.3557563179099011,0.6139907290349769,0.3178108147500364
1,0.37353469974829195,0.6432218626393383,0.0889487870619946,0.6685962373371924,0.15700934579439252,0.6685962373371924,0.3581050401089753
